Timestamp,Active_Power,Performance_Ratio,Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted,Date,Cluster_Label
2018-02-01 14:30:00,3.794800282,99.08197021,33.16868591,36.53361511,894.0183716,383.6223145,345.5604248,1.400000095,696.3564453,369.1839294,2018-02-01,2
2018-02-01 14:45:00,1.345766664,71.82875824,32.76974869,37.89830399,318.7401733,280.297821,345.5622253,1.400000095,340.6502686,283.7616272,2018-02-01,2
2018-02-01 15:00:00,2.485966682,113.0666733,32.88247681,37.43824005,416.4145203,324.1358032,345.5458984,1.400000095,399.7587585,311.9351807,2018-02-01,2
2018-02-01 15:15:00,1.567733526,89.48244476,32.79977417,37.2366333,362.9909668,301.4501038,345.5593872,1.400000095,318.5456848,269.3831482,2018-02-01,2
2018-02-01 15:30:00,1.363633275,91.26125336,32.54238892,38.4129715,254.0409088,242.3945923,345.5489807,1.400000095,271.6742554,248.1891937,2018-02-01,2
2018-02-01 15:45:00,2.165899992,86.48596191,33.82158279,35.53830338,480.0097046,361.8777771,345.5693359,1.400000095,455.3339844,373.8984985,2018-02-01,2
2018-02-01 16:00:00,2.217000008,73.95278168,34.23703003,34.01142883,521.921936,280.2564087,345.5859375,1.400000095,545.0652466,319.5133667,2018-02-01,2
2018-02-01 16:15:00,2.487499714,80.44248199,33.61205673,37.35708618,696.9055786,322.4386902,345.5860596,1.400000095,562.2311401,323.7478943,2018-02-01,2
2018-02-01 16:30:00,3.021500111,91.59619141,32.91413116,40.36633682,674.6057129,303.2097168,344.0502014,1.400000095,599.7669067,277.7336121,2018-02-01,2
2018-02-01 16:45:00,2.61373353,94.65518951,32.82894516,38.78595352,493.5602417,256.8815613,345.5682068,1.400000095,502.0584106,258.7409973,2018-02-01,2
2018-02-01 17:00:00,0.776166797,60.06919861,32.76817322,39.03372192,191.8553619,175.7942047,345.5646667,1.400000095,234.9311066,175.8881683,2018-02-01,2
2018-02-01 17:15:00,0.581133366,69.26943207,31.58704185,43.78160095,138.0061188,127.9570999,345.5443726,1.400000095,152.5357056,130.5426788,2018-02-01,2
2018-02-01 17:30:00,0.604866624,83.66105652,29.91771698,50.85179138,137.6146545,120.7560959,345.5440674,1.400000095,131.4539337,113.0835037,2018-02-01,2
2018-02-01 17:45:00,0.661966562,89.73487854,30.14976883,49.44166565,133.6102905,125.302002,345.559845,1.400000095,134.1257172,123.1680374,2018-02-01,2
2018-02-01 18:00:00,0.587833345,75.63058472,27.57904243,68.30053711,158.3178406,143.1388245,333.5835571,2.200000286,141.3168945,120.4852524,2018-02-01,2
2018-02-22 07:00:00,0.045233328,52.99466324,29.63596344,21.76106834,15.50858212,14.06226444,343.5939331,0.0,15.51900005,12.5360899,2018-02-22,2
2018-02-22 07:15:00,0.29763338,79.13544464,29.681633,22.29454803,74.57912445,68.06397247,342.5302734,0.0,68.38297272,62.59661102,2018-02-22,2
2018-02-22 07:30:00,0.608833313,77.3968811,30.01697159,22.39161491,74.02143097,55.24731064,342.3050537,0.0,143.0251007,65.68377686,2018-02-22,2
2018-02-22 07:45:00,0.899799883,83.00006104,30.27053833,21.72903442,209.8932037,59.06135941,317.4861145,0.0,197.1082458,66.94849396,2018-02-22,2
2018-02-22 08:00:00,0.691233337,78.59610748,30.37780952,21.2900219,125.5673904,48.4497261,322.6351318,0.0,159.9045868,64.02317047,2018-02-22,2
2018-02-22 08:15:00,1.537099957,83.85493469,31.74100876,19.40526199,356.1340942,47.87845612,292.1371155,0.0,333.281189,62.56856918,2018-02-22,2
2018-02-22 08:30:00,1.866433382,83.42019653,31.91513443,18.91583061,423.4848328,58.18968582,330.5667114,0.0,406.797821,73.154953,2018-02-22,2
2018-02-22 08:45:00,2.138633251,82.71196747,32.6426239,17.92602539,483.5178833,66.49765015,302.9837341,0.0,470.116272,85.68666077,2018-02-22,2
2018-02-22 09:00:00,2.379800081,82.45225525,33.12552261,17.17198181,522.5723267,77.67961884,314.8674011,0.0,524.7775269,96.85678864,2018-02-22,2
2018-02-22 09:15:00,2.888999939,84.37569427,33.92485428,16.46198654,633.8493652,102.9091263,320.3436279,0.0,622.5403442,126.1970062,2018-02-22,2
2018-02-22 09:30:00,3.114000082,83.54964447,34.47608566,15.65151119,673.5690308,168.0836182,327.0528259,0.0,677.6591797,203.7887268,2018-02-22,2
2018-02-22 09:45:00,3.017766476,76.53864288,34.27735138,16.04633713,707.9758911,151.6483612,321.3457947,0.0,716.8728638,204.2327423,2018-02-22,2
2018-02-22 10:00:00,2.929399967,77.07432556,34.74094009,16.14424706,655.9988403,208.1022186,317.4367676,0.0,691.0449219,195.9559937,2018-02-22,2
2018-02-22 10:15:00,3.433900118,81.28766632,35.66316605,15.03564548,768.362793,171.1911163,314.2172852,0.0,768.0692139,181.3566132,2018-02-22,2
2018-02-22 10:30:00,3.497999907,80.65328217,35.83267212,16.33541298,779.28302,185.0834808,327.4555054,0.0,788.5606689,195.9834137,2018-02-22,2
2018-02-22 10:45:00,3.627600193,80.29132843,35.85468292,17.51152992,812.0501099,221.6626434,321.7931213,0.0,821.4630737,226.2575378,2018-02-22,2
2018-02-22 11:00:00,3.541000128,77.40519714,35.78343964,18.15588188,827.9782715,251.7590332,338.1894531,0.0,831.7506104,249.7946014,2018-02-22,2
2018-02-22 11:15:00,3.533033848,78.46282959,35.89408112,18.71052361,799.3701782,287.3134766,336.0321655,0.0,818.6931763,284.9903259,2018-02-22,2
2018-02-22 11:30:00,3.610466957,80.63739777,36.03226852,19.68588448,742.1559448,377.8878784,325.0464783,0.0,814.074585,359.3914795,2018-02-22,2
2018-02-22 11:45:00,3.86133337,77.62948608,36.31694412,19.37467575,858.7561646,246.4835205,328.1794128,0.0,904.3736572,291.0753174,2018-02-22,2
2018-02-22 12:00:00,4.289233208,77.68264771,37.01055527,18.54690742,957.9758301,237.0118713,319.2825623,0.0,1003.905823,245.8037262,2018-02-22,2
2018-02-22 12:15:00,4.578067303,75.05554199,37.75889587,18.84645653,1082.316406,220.5862732,325.7180786,0.0,1109.013184,211.7217407,2018-02-22,2
2018-02-22 12:30:00,4.619033337,73.11390686,37.46887589,19.46144485,1107.567261,196.342041,336.2799072,0.0,1148.651855,196.5077209,2018-02-22,2
2018-02-22 12:45:00,4.495633602,72.46694946,38.42652512,20.05562401,1091.000488,211.0591278,334.4194946,0.0,1127.946045,218.0247345,2018-02-22,2
2018-02-22 13:00:00,4.315233707,73.54737091,38.46364594,20.24232864,1015.045837,225.8970947,328.1220703,0.0,1066.779175,230.8085785,2018-02-22,2
2018-02-22 13:15:00,4.337833405,76.11984253,38.90195847,19.66164589,992.1116333,222.076828,327.8102417,0.0,1036.125366,222.5701752,2018-02-22,2
2018-02-22 13:30:00,4.640433311,79.99961853,39.72070313,18.34087181,1051.988037,229.0085144,329.6274109,0.0,1054.648926,215.4045563,2018-02-22,2
2018-02-22 13:45:00,4.427700043,78.05896759,39.85882568,17.82468224,1024.787476,198.558548,319.7156372,0.0,1031.318237,187.8231506,2018-02-22,2
2018-02-22 14:00:00,4.077700138,77.55550385,39.63411713,18.08815765,988.5776978,195.8100281,288.9614563,0.0,955.9605713,195.1346436,2018-02-22,2
2018-02-22 14:15:00,4.51309967,78.07512665,39.75330353,18.044487,1044.917236,208.0422058,334.8520813,0.0,1050.99231,219.7993774,2018-02-22,2
2018-02-22 14:30:00,4.475800514,78.37277985,40.55024338,16.80063438,1017.961853,194.0843811,319.8951721,0.0,1038.347656,215.4557953,2018-02-22,2
2018-02-22 14:45:00,4.157133102,75.13289642,40.07211304,17.00135994,897.0640259,195.9376068,290.4558411,0.0,1006.007263,193.3012695,2018-02-22,2
2018-02-22 15:00:00,1.08739996,51.77376175,38.10002136,18.98189163,281.2733459,211.0295868,298.0197449,0.0,381.8711853,242.3425903,2018-02-22,2
